idx,root_id,primary_type,additional_type,super_class,role
903,720575940624067581,JO-B,,sensory,input_wind
904,720575940624087283,CB1076,B1-5,central,interneuron
905,720575940624111177,JO-B,,sensory,input_wind
906,720575940624111763,LC4,,visual_projection,interneuron
907,720575940624116553,JO-B,,sensory,input_wind
908,720575940624126537,CB1231,,central,interneuron
909,720575940624134296,CB1948,WED_pr02,central,interneuron
910,720575940624163303,CB3916,,central,interneuron
911,720575940624181904,SAD011,SAD019,central,interneuron
912,720575940624193279,PS002,,central,interneuron
913,720575940624201033,ALIN6,,central,interneuron
914,720575940624203972,LPLC4,,visual_projection,interneuron
915,720575940624208824,LPLC2,,visual_projection,input_vision
916,720575940624209968,CB2067,,central,interneuron
917,720575940624244922,LPLC2,,visual_projection,input_vision
918,720575940624287821,PLP018,,central,interneuron
919,720575940624299534,PVLP111,pIP7,central,interneuron
920,720575940624349993,DNp70,CL305,descending,output
921,720575940624358152,AVLP396,,central,interneuron
922,720575940624359093,LPLC2,,visual_projection,input_vision
923,720575940624395528,CL286,,central,interneuron
924,720575940624397863,CB2472,,central,interneuron
925,720575940624402173,DNpe053,SMP454,descending,output
926,720575940624407944,DNp36,"CL342, pIP9a",descending,output
927,720575940624417584,LPLC2,,visual_projection,input_vision
928,720575940624421834,CL122_a,"CL122, aDT5a",central,interneuron
929,720575940624426680,DNp45,PVLP117,descending,output
930,720575940624437029,CB0989,,central,interneuron
931,720575940624472334,AVLP210,,central,interneuron
932,720575940624504212,CB0261,,central,interneuron
933,720575940624510868,JO-B,,sensory,input_wind
934,720575940624531652,LPLC2,,visual_projection,input_vision
935,720575940624533956,CB1638,,central,interneuron
936,720575940624537284,DNge124,,descending,output
937,720575940624562618,JO-B,,sensory,input_wind
938,720575940624571116,CB0104,SAD_pr01,central,interneuron
939,720575940624576806,CB2139,,central,interneuron
940,720575940624592217,CB3416,PVLP031,central,interneuron
941,720575940624594276,JO-B,,sensory,input_wind
942,720575940624611002,LPLC2,,visual_projection,input_vision
943,720575940624634626,CB3439,,central,interneuron
944,720575940624666245,SAD017,GNG_pr01,central,interneuron
945,720575940624676861,LPLC4,,visual_projection,interneuron
946,720575940624700138,CB0090,B2,central,interneuron
947,720575940624704393,CB1542,"B1-3, aPN1",central,interneuron
948,720575940624724211,JO-C,,sensory,input_wind
949,720575940624735463,PVLP111,pIP7,central,interneuron
950,720575940624743946,CB2305,,central,interneuron
951,720575940624750480,DNg24,,descending,output
952,720575940624755180,JO-B,,sensory,input_wind
953,720575940624755504,LPLC2,,visual_projection,input_vision
954,720575940624766700,DNpe020,PS133,descending,output
955,720575940624767434,CB1427,,central,interneuron
956,720575940624790781,LC4,,visual_projection,interneuron
957,720575940624832231,JO-A,,sensory,interneuron
958,720575940624838544,LPLC4,,visual_projection,interneuron
959,720575940624856762,LC4,,visual_projection,interneuron
960,720575940624864585,LPLC4,,visual_projection,interneuron
961,720575940624872179,CB1078,"B1, aPN1",central,interneuron
962,720575940624883898,CB0979,,central,interneuron
963,720575940624897516,DNg105,,descending,output
964,720575940624903064,LPLC2,,visual_projection,input_vision
965,720575940624910887,AN_GNG_SAD_3,,ascending,interneuron
966,720575940624919077,LPLC2,,visual_projection,input_vision
967,720575940624931530,LPLC2,,visual_projection,input_vision
968,720575940624996894,CB2591,,central,interneuron
969,720575940624996901,CB2712,,central,interneuron
970,720575940625001735,LPLC2,,visual_projection,input_vision
971,720575940625023024,JO-B,,sensory,input_wind
972,720575940625032721,CB1206,"WED-VLP-2, aIP5",central,interneuron
973,720575940625038090,LC4,,visual_projection,interneuron
974,720575940625049945,JO-B,,sensory,input_wind
975,720575940625094325,DNae008,PS012,descending,output
976,720575940625184782,DNpe026,CL202,descending,output
977,720575940625194558,CB3513a,PVLP_pr03,central,interneuron
978,720575940625216202,LPLC2,,visual_projection,input_vision
979,720575940625227672,JO-A,,sensory,interneuron
980,720575940625295339,DNp13,pMN1/DNp13,descending,output
981,720575940625306603,DNge011,,descending,output
982,720575940625313338,CB1474,,central,interneuron
983,720575940625345328,CB3913,WV-WV-2,central,interneuron
984,720575940625357547,LT56,,visual_centrifugal,interneuron
985,720575940625395864,LPLC4,,visual_projection,interneuron
986,720575940625420986,DNp101,CL334,descending,output
987,720575940625422867,CB1484,,central,interneuron
988,720575940625449530,CL121_a,"CL121, aDT5a",central,interneuron
989,720575940625460632,CB1496,,central,interneuron
990,720575940625466387,CB1394_d,,central,interneuron
991,720575940625477721,LPLC2,,visual_projection,input_vision
992,720575940625483962,CB3692,B1,central,interneuron
993,720575940625489160,DNge150,,descending,output
994,720575940625539984,DNp49,,descending,output
995,720575940625556668,LPLC4,,visual_projection,interneuron
996,720575940625565368,JO-B,,sensory,input_wind
997,720575940625574844,LPLC4,,visual_projection,interneuron
998,720575940625587970,JO-B,,sensory,input_wind
999,720575940625622909,CB1065,,central,interneuron
1000,720575940625624464,JO-B,,sensory,input_wind
1001,720575940625642012,CB1427,,central,interneuron
1002,720575940625656980,PVLP151,,central,interneuron
1003,720575940625673196,DNp71,DNp09,descending,output
1004,720575940625686078,AVLP542,,central,interneuron
1005,720575940625689109,PVLP123a,PVLP123,central,interneuron
1006,720575940625695269,LPLC2,,visual_projection,input_vision
1007,720575940625697772,LPLC2,,visual_projection,input_vision
1008,720575940625699992,CB0979,,central,interneuron
1009,720575940625700739,LPLC2,,visual_projection,input_vision
1010,720575940625706279,CB1311,,central,interneuron
1011,720575940625738073,PVLP123b,PVLP123,central,interneuron
1012,720575940625747812,DNp49,,descending,output
1013,720575940625766960,CB1194,,central,interneuron
1014,720575940625773752,SAD076,,central,interneuron
1015,720575940625780836,CB3649,,central,interneuron
1016,720575940625798695,AVLP120,,central,interneuron
1017,720575940625803336,CB3649,,central,interneuron
1018,720575940625806996,LPC1,,visual_projection,interneuron
1019,720575940625809539,AN_multi_106,,ascending,interneuron
1020,720575940625835278,LPLC2,,visual_projection,input_vision
1021,720575940625841351,LC4,,visual_projection,interneuron
1022,720575940625845447,LC4,,visual_projection,interneuron
1023,720575940625847810,CB0517,,central,interneuron
1024,720575940625850552,LPC1,,visual_projection,interneuron
1025,720575940625866789,JO-B,,sensory,input_wind
1026,720575940625870640,DNg15,,descending,interneuron
1027,720575940625887119,,,central,interneuron
1028,720575940625887631,CB3491,WED_pr02,central,interneuron
1029,720575940625888560,JO-B,,sensory,input_wind
1030,720575940625894799,PVLP111,pIP7,central,interneuron
1031,720575940625904016,JO-C,,sensory,input_wind
1032,720575940625904414,PVLP111,pIP7,central,interneuron
1033,720575940625906702,LC4,,visual_projection,interneuron
1034,720575940625910714,JO-B,,sensory,input_wind
1035,720575940625913105,CB1908,,central,interneuron
1036,720575940625917386,JO-A,,sensory,interneuron
1037,720575940625925450,LPLC4,,visual_projection,interneuron
1038,720575940625932421,LC4,,visual_projection,interneuron
1039,720575940625934973,LC4,,visual_projection,interneuron
1040,720575940625952755,Li33,,optic,interneuron
1041,720575940625970616,CB1235,,central,interneuron
1042,720575940625972624,JO-B,,sensory,input_wind
1043,720575940625984528,CB0758,B2,central,interneuron
1044,720575940625991043,LC4,,visual_projection,interneuron
1045,720575940626009852,DNp05,,descending,output
1046,720575940626013958,AVLP202,,central,interneuron
1047,720575940626017917,CB1145,,central,interneuron
1048,720575940626018321,CB3682,,central,interneuron
1049,720575940626046919,AVLP429,,central,interneuron
1050,720575940626135548,JO-CL,,sensory,interneuron
1051,720575940626153488,CB3673,B1,central,interneuron
1052,720575940626161930,LPLC2,,visual_projection,input_vision
1053,720575940626164938,JO-A,,sensory,interneuron
1054,720575940626217244,CB3544,,central,interneuron
1055,720575940626224280,WEDPN9,,central,interneuron
1056,720575940626236041,LPLC2,,visual_projection,input_vision
1057,720575940626243614,WED116,,central,interneuron
1058,720575940626257736,JO-B,,sensory,input_wind
1059,720575940626258532,JO-B,,sensory,input_wind
1060,720575940626258690,CB1498,,central,interneuron
1061,720575940626266493,SMP068,,central,interneuron
1062,720575940626274314,JO-C,,sensory,input_wind
1063,720575940626286432,JO-B,,sensory,input_wind
1064,720575940626295396,DNg85,,descending,output
1065,720575940626375172,LPLC2,,visual_projection,input_vision
1066,720575940626384200,LPLC2,,visual_projection,input_vision
1067,720575940626390549,LC14a1,LC14,optic,interneuron
1068,720575940626391562,CB3739,,central,interneuron
1069,720575940626404337,WED072,,central,interneuron
1070,720575940626408454,LPLC4,,visual_projection,interneuron
1071,720575940626414279,LPLC2,,visual_projection,input_vision
1072,720575940626430280,CB3649,,central,interneuron
1073,720575940626435850,LPLC4,,visual_projection,interneuron
1074,720575940626447848,LPLC2,,visual_projection,input_vision
1075,720575940626465352,CB0979,,central,interneuron
1076,720575940626475653,CB3870,,central,interneuron
1077,720575940626493498,LPC1,,visual_projection,interneuron
1078,720575940626522620,JO-A,,sensory,interneuron
1079,720575940626536720,CB1138,,central,interneuron
1080,720575940626553596,LC4,,visual_projection,interneuron
1081,720575940626555440,CB0478,,central,interneuron
1082,720575940626562833,DNp66,AVLP499,descending,output
1083,720575940626583056,CB0352,PVLP_pr03,central,interneuron
1084,720575940626591875,PVLP122a,PVLP122,central,interneuron
1085,720575940626592387,CB1231,,central,interneuron
1086,720575940626605200,LC4,,visual_projection,interneuron
1087,720575940626608401,AMMC028,,central,interneuron
1088,720575940626612888,CB2034,aSP18,central,interneuron
1089,720575940626617084,LPLC2,,visual_projection,input_vision
1090,720575940626626895,LC4,,visual_projection,interneuron
1091,720575940626663953,AVLP340,,central,interneuron
1092,720575940626677097,PVLP074,,central,interneuron
1093,720575940626678524,CB2351,,central,interneuron
1094,720575940626693894,JO-B,,sensory,input_wind
1095,720575940626726021,JO-B,,sensory,input_wind
1096,720575940626729349,LPC1,,visual_projection,interneuron
1097,720575940626735016,LPLC2,,visual_projection,input_vision
1098,720575940626741265,JO-B,,sensory,input_wind
1099,720575940626745387,CB3552,,central,interneuron
1100,720575940626745392,LPLC2,,visual_projection,input_vision
1101,720575940626781565,AVLP322,,central,interneuron
1102,720575940626806046,DNpe039,CL306,descending,output
1103,720575940626818085,PVLP141,,central,interneuron
1104,720575940626873000,LPLC2,,visual_projection,input_vision
1105,720575940626877639,DNg09,,descending,interneuron
1106,720575940626885960,JO-B,,sensory,input_wind
1107,720575940626886568,LPLC4,,visual_projection,interneuron
1108,720575940626889491,DNge124,,descending,output
1109,720575940626901136,DNg40,hb5813056435,descending,output
1110,720575940626916936,LC4,,visual_projection,interneuron
1111,720575940626971803,SAD023,,central,interneuron
1112,720575940626977947,PVLP120,,central,interneuron
1113,720575940627015196,DNg108,,descending,output
1114,720575940627016766,AVLP210,,central,interneuron
1115,720575940627027087,CB1125,aSP18,central,interneuron
1116,720575940627033672,LPLC4,,visual_projection,interneuron
1117,720575940627046010,JO-A,,sensory,interneuron
1118,720575940627069712,LTe65,PS179,visual_projection,interneuron
1119,720575940627083397,PVLP150,,central,interneuron
1120,720575940627085199,JO-A,,sensory,interneuron
1121,720575940627096957,CB0010,,central,interneuron
1122,720575940627149514,LPLC4,,visual_projection,interneuron
1123,720575940627180561,CB0956,,central,interneuron
1124,720575940627195691,JO-A,,sensory,interneuron
1125,720575940627201579,CB3877,WV-WV-3,central,interneuron
1126,720575940627206842,AVLP500,,central,interneuron
1127,720575940627218882,CB1948,WED_pr02,central,interneuron
1128,720575940627221416,SAD015,SAD018,central,interneuron
1129,720575940627235386,CB2556,B1,central,interneuron
1130,720575940627243539,CB0979,,central,interneuron
1131,720575940627249039,JO-B,,sensory,input_wind
1132,720575940627249850,LMa1,,optic,interneuron
1133,720575940627252798,LMa2,,optic,interneuron
1134,720575940627263375,SAD053,B1-4,central,interneuron
1135,720575940627300627,CB3320,,central,interneuron
1136,720575940627304963,JO-B,,sensory,input_wind
1137,720575940627311106,SAD049,,central,interneuron
1138,720575940627352595,JO-B,,sensory,input_wind
1139,720575940627363356,LPLC4,,visual_projection,interneuron
1140,720575940627368254,LPLC2,,visual_projection,input_vision
1141,720575940627373161,CB1145,,central,interneuron
1142,720575940627410944,CB1078,"B1-2, aPN1",central,interneuron
1143,720575940627420668,SAD014,,central,interneuron
1144,720575940627437572,JO-B,,sensory,input_wind
1145,720575940627442197,JO-A,,sensory,interneuron
1146,720575940627442709,JO-B,,sensory,input_wind
1147,720575940627448860,CB1138,,central,interneuron
1148,720575940627453778,JO-B,,sensory,input_wind
1149,720575940627454730,CB1231,,central,interneuron
1150,720575940627455621,CB3588,B1-5,central,interneuron
1151,720575940627467087,CB0979,,central,interneuron
1152,720575940627471619,LPLC4,,visual_projection,interneuron
1153,720575940627490459,DNge130,,descending,output
1154,720575940627519107,LC4,,visual_projection,interneuron
1155,720575940627535742,CB2380,aLN/al,central,interneuron
1156,720575940627542316,DNpe011,PS227,descending,output
1157,720575940627553923,LPLC2,,visual_projection,input_vision
1158,720575940627585874,CB1231,,central,interneuron
1159,720575940627607812,AVLP153,,central,interneuron
1160,720575940627645514,DNp03,,descending,output
1161,720575940627646026,CB1538,,central,interneuron
1162,720575940627652358,DNp09,,descending,output
1163,720575940627685765,LPLC2,,visual_projection,input_vision
1164,720575940627714310,JO-B,,sensory,input_wind
1165,720575940627722234,DNge113,,descending,output
1166,720575940627732423,DNg45,,descending,output
1167,720575940627750216,DNpe031,PVLP116,descending,output
1168,720575940627778393,JO-B,,sensory,input_wind
1169,720575940627790991,DNge138,,descending,output
1170,720575940627796298,AVLP080,,central,interneuron
1171,720575940627799802,DNg09,,descending,interneuron
1172,720575940627803241,CB1638,,central,interneuron
1173,720575940627812168,DNg47,,descending,output
1174,720575940627825923,DNg15,,descending,output
1175,720575940627839304,JO-B,,sensory,input_wind
1176,720575940627845704,DNge148,,descending,output
1177,720575940627852563,LPLC4,,visual_projection,interneuron
1178,720575940627854162,LC14a1,LC14,optic,interneuron
1179,720575940627902078,LPLC2,,visual_projection,input_vision
1180,720575940627902979,LPLC2,,visual_projection,input_vision
1181,720575940627927751,JO-B,,sensory,input_wind
1182,720575940627949589,DNp18,,descending,interneuron
1183,720575940627985351,JO-B,,sensory,input_wind
1184,720575940628014391,CB3486,,central,interneuron
1185,720575940628016983,CB3581,B1-5,central,interneuron
1186,720575940628023569,CB3024,,central,interneuron
1187,720575940628039034,LPLC2,,visual_projection,input_vision
1188,720575940628039676,LPLC4,,visual_projection,interneuron
1189,720575940628064260,LC4,,visual_projection,interneuron
1190,720575940628069501,Li32,,optic,interneuron
1191,720575940628073085,LPLC4,,visual_projection,interneuron
1192,720575940628081541,LC4,,visual_projection,interneuron
1193,720575940628081751,CB1206,aIP5,central,interneuron
1194,720575940628112765,OCC01a,OCG06,visual_centrifugal,interneuron
1195,720575940628115756,AMMC028,,central,interneuron
1196,720575940628132745,DNp31,,descending,output
1197,720575940628145257,LPLC4,,visual_projection,interneuron
1198,720575940628159081,JO-B,,sensory,input_wind
1199,720575940628169219,AVLP479,,central,interneuron
1200,720575940628197892,LPLC2,,visual_projection,input_vision
1201,720575940628215558,CL038,,central,interneuron
1202,720575940628218976,JO-C,,sensory,input_wind
1203,720575940628255621,LPLC4,,visual_projection,interneuron
1204,720575940628267264,SAD021_a,WED_pr02,central,interneuron
1205,720575940628314667,CL066,,central,interneuron
1206,720575940628315232,JO-B,,sensory,input_wind
1207,720575940628342282,LMa1,,optic,interneuron
1208,720575940628352850,DNb05,,descending,interneuron
1209,720575940628360723,DNge049,,descending,output
1210,720575940628395797,LPLC2,,visual_projection,input_vision
1211,720575940628396090,CL121_a,"CL121, aDT5a",central,interneuron
1212,720575940628404227,CB1074,,central,interneuron
1213,720575940628419527,LC4,,visual_projection,interneuron
1214,720575940628419804,CB1138,,central,interneuron
1215,720575940628436839,AVLP202,,central,interneuron
1216,720575940628437291,DNp35,PVLP136,descending,output
1217,720575940628454522,LC4,,visual_projection,interneuron
1218,720575940628462340,LC4,,visual_projection,interneuron
1219,720575940628463468,LC31b,LC31,visual_projection,interneuron
1220,720575940628467462,JO-B,,sensory,input_wind
1221,720575940628481798,CB1231,,central,interneuron
1222,720575940628497923,CB3741,,central,interneuron
1223,720575940628518400,LC4,,visual_projection,interneuron
1224,720575940628523113,LPLC4,,visual_projection,interneuron
1225,720575940628543473,JO-B,,sensory,input_wind
1226,720575940628552247,LPLC2,,visual_projection,input_vision
1227,720575940628579066,PVLP123c,PVLP123,central,interneuron
1228,720575940628582929,LMa1,,optic,interneuron
1229,720575940628599895,LC4,,visual_projection,interneuron
1230,720575940628603842,LPLC2,,visual_projection,input_vision
1231,720575940628606713,LC4,,visual_projection,interneuron
1232,720575940628641127,CL140,,central,interneuron
1233,720575940628659318,CB2380,aLN/al,central,interneuron
1234,720575940628698371,JO-B,,sensory,input_wind
1235,720575940628699560,LC4,,visual_projection,interneuron
1236,720575940628749612,CB2440,,central,interneuron
1237,720575940628778058,LPLC2,,visual_projection,input_vision
1238,720575940628779898,CB3114,,central,interneuron
1239,720575940628786511,JO-B,,sensory,input_wind
1240,720575940628793621,PVLP017,,central,interneuron
1241,720575940628802888,PVLP094,,central,interneuron
1242,720575940628846966,CB3024,SAD_pr02,central,interneuron
1243,720575940628847164,LPLC2,,visual_projection,input_vision
1244,720575940628849668,LPLC2,,visual_projection,input_vision
1245,720575940628858640,DNp66,AVLP499,descending,output
1246,720575940628883535,DNge099,,descending,output
1247,720575940628891863,LC4,,visual_projection,interneuron
1248,720575940628896299,JO-B,,sensory,input_wind
1249,720575940628910235,JO-B,,sensory,input_wind
1250,720575940628921303,LPLC2,,visual_projection,input_vision
1251,720575940628942340,CB3046,,central,interneuron
1252,720575940628957443,JO-B,,sensory,input_wind
1253,720575940628970748,CL308,,central,interneuron
1254,720575940628976956,LPLC2,,visual_projection,input_vision
1255,720575940628982268,LC14a1,LC14,optic,interneuron
1256,720575940628990214,LPLC2,,visual_projection,input_vision
1257,720575940629008439,LPLC4,,visual_projection,interneuron
1258,720575940629012227,DNg81,,descending,output
1259,720575940629047552,LPC1,,visual_projection,interneuron
1260,720575940629065154,CB0758,B2,central,interneuron
1261,720575940629066770,CB3184,,central,interneuron
1262,720575940629098540,LPLC4,,visual_projection,interneuron
1263,720575940629105022,JO-B,,sensory,input_wind
1264,720575940629106438,CL121_a,"CL121, aDT5a",central,interneuron
1265,720575940629121527,LPC1,,visual_projection,interneuron
1266,720575940629139968,DNge113,,descending,output
1267,720575940629141775,JO-DA,,sensory,interneuron
1268,720575940629144906,CB1498,,central,interneuron
1269,720575940629155227,DNpe021,CL307,descending,output
1270,720575940629192975,PVLP021,,central,interneuron
1271,720575940629237036,JO-A,,sensory,interneuron
1272,720575940629245903,PVLP111,pIP7,central,interneuron
1273,720575940629249783,AVLP531,,central,interneuron
1274,720575940629253376,JO-B,,sensory,input_wind
1275,720575940629269630,JO-B,,sensory,input_wind
1276,720575940629275180,JO-B,,sensory,input_wind
1277,720575940629292785,LPLC2,,visual_projection,input_vision
1278,720575940629296185,JO-CA,,sensory,interneuron
1279,720575940629304702,DNge073,,descending,output
1280,720575940629310970,PVLP123c,PVLP123,central,interneuron
1281,720575940629318918,LPi11,,optic,interneuron
1282,720575940629320010,LPLC4,,visual_projection,interneuron
1283,720575940629350394,JO-B,,sensory,input_wind
1284,720575940629357676,LPLC4,,visual_projection,interneuron
1285,720575940629357932,LPLC4,,visual_projection,interneuron
1286,720575940629358321,AVLP500,,central,interneuron
1287,720575940629368015,LPLC2,,visual_projection,input_vision
1288,720575940629384271,LPLC2,,visual_projection,input_vision
1289,720575940629388535,CB1138,,central,interneuron
1290,720575940629394232,SAD003,aSP18,central,interneuron
1291,720575940629414987,PVLP111,pIP7,central,interneuron
1292,720575940629421159,DNp12,WED105,descending,interneuron
1293,720575940629443626,CB0956,,central,interneuron
1294,720575940629461442,DNb05,,descending,output
1295,720575940629472298,DNg09,,descending,interneuron
1296,720575940629474307,LC14a1,LC14,optic,interneuron
1297,720575940629488682,CB2712,,central,interneuron
1298,720575940629490476,aSP22,DNa08,descending,output
1299,720575940629492727,JO-B,,sensory,input_wind
1300,720575940629500012,LPC1,,visual_projection,interneuron
1301,720575940629502251,DNbe007,VES042,descending,output
1302,720575940629505274,JO-B,,sensory,input_wind
1303,720575940629513222,Am1,,optic,interneuron
1304,720575940629513478,AVLP538,AVLP_pr04,central,interneuron
1305,720575940629517049,LPLC4,,visual_projection,interneuron
1306,720575940629521655,DNg51,,descending,interneuron
1307,720575940629525882,LTe65,PS179,visual_projection,interneuron
1308,720575940629552170,CB1125,aSP18,central,interneuron
1309,720575940629574082,CB0174,,central,interneuron
1310,720575940629584887,CB1231,,central,interneuron
1311,720575940629602871,PVLP122b,PVLP122,central,interneuron
1312,720575940629620779,LPC1,,visual_projection,interneuron
1313,720575940629669175,CL022,,central,interneuron
1314,720575940629696323,LPLC4,,visual_projection,interneuron
1315,720575940629701737,CB0010,,central,interneuron
1316,720575940629742718,DNg09,,descending,interneuron
1317,720575940629753807,LC4,,visual_projection,interneuron
1318,720575940629757036,DNp04,,descending,output
1319,720575940629766649,CB3739,,central,interneuron
1320,720575940629766782,JO-B,,sensory,input_wind
1321,720575940629777018,DNp11,,descending,output
1322,720575940629777475,CB2501,,central,interneuron
1323,720575940629799952,LPi09,,optic,interneuron
1324,720575940629804414,JO-B,,sensory,input_wind
1325,720575940629805950,DNg35,,descending,output
1326,720575940629806206,JO-B,,sensory,input_wind
1327,720575940629846722,DNp64,CL137,descending,output
1328,720575940629853739,LMa1,,optic,interneuron
1329,720575940629860089,JO-B,,sensory,input_wind
1330,720575940629920056,CB1378,,central,interneuron
1331,720575940629938487,SAD021_c,WED_pr02,central,interneuron
1332,720575940629964591,LC4,,visual_projection,interneuron
1333,720575940629967703,LPLC2,,visual_projection,input_vision
1334,720575940629989879,JO-B,,sensory,input_wind
1335,720575940630017603,JO-A,,sensory,interneuron
1336,720575940630018115,JO-A,,sensory,interneuron
1337,720575940630020968,CB1869,,central,interneuron
1338,720575940630028359,CB2789,B1,central,interneuron
1339,720575940630044354,LPC1,,visual_projection,interneuron
1340,720575940630071803,PVLP028,,central,interneuron
1341,720575940630086698,AVLP258,,central,interneuron
1342,720575940630098937,AVLP547b,AVLP547,central,interneuron
1343,720575940630117879,JO-B,,sensory,input_wind
1344,720575940630131218,CB3673,B1,central,interneuron
1345,720575940630135084,DNge053,,descending,output
1346,720575940630154660,LC4,,visual_projection,interneuron
1347,720575940630160384,AN_multi_106,,ascending,interneuron
1348,720575940630161152,JO-B,,sensory,input_wind
1349,720575940630207799,JO-B,,sensory,input_wind
1350,720575940630209603,LPLC2,,visual_projection,input_vision
1351,720575940630211127,JO-A,,sensory,interneuron
1352,720575940630214564,CB1125,aSP18,central,interneuron
1353,720575940630216263,CL266_a,,central,interneuron
1354,720575940630223052,CB1078,"B1-1, aPN1",central,interneuron
1355,720575940630234684,AN_GNG_SAD_18,,ascending,interneuron
1356,720575940630236988,DNp38,,descending,output
1357,720575940630244911,CB3046,,central,interneuron
1358,720575940630246364,SAD014,,central,interneuron
1359,720575940630258003,SAD021_a,WED_pr02,central,interneuron
1360,720575940630269945,JO-B,,sensory,input_wind
1361,720575940630277175,CB1702,B1-5,central,interneuron
1362,720575940630297292,DNg09,,descending,interneuron
1363,720575940630318533,PVLP069,,central,interneuron
1364,720575940630321464,LPLC4,,visual_projection,interneuron
1365,720575940630352658,CB1908,,central,interneuron
1366,720575940630385000,LTe65,PS273,visual_projection,interneuron
1367,720575940630431225,CL204,,central,interneuron
1368,720575940630453535,WEDPN14,,central,interneuron
1369,720575940630461804,JO-B,,sensory,input_wind
1370,720575940630462940,JO-B,,sensory,input_wind
1371,720575940630467804,JO-B,,sensory,input_wind
1372,720575940630484495,LC4,,visual_projection,interneuron
1373,720575940630492714,DNg02_d,,descending,output
1374,720575940630501699,CB0979,,central,interneuron
1375,720575940630521292,CB0432,,central,interneuron
1376,720575940630603091,CB1542,"B1-2, aPN1",central,interneuron
1377,720575940630607738,DNae007,VES009,descending,output
1378,720575940630610042,DNp32,,descending,output
1379,720575940630630225,JO-B,,sensory,input_wind
1380,720575940630650936,LPLC2,,visual_projection,input_vision
1381,720575940630659446,CB1969,SAD_pr02,central,interneuron
1382,720575940630660951,JO-B,,sensory,input_wind
1383,720575940630719831,LPLC2,,visual_projection,input_vision
1384,720575940630731847,LPLC2,,visual_projection,input_vision
1385,720575940630745148,LPLC4,,visual_projection,interneuron
1386,720575940630749523,CB3491,WED_pr02,central,interneuron
1387,720575940630785388,JO-B,,sensory,input_wind
1388,720575940630788919,SAD064,B1,central,interneuron
1389,720575940630810486,DNg98,,descending,output
1390,720575940630816569,JO-B,,sensory,input_wind
1391,720575940630820347,JO-B,,sensory,input_wind
1392,720575940630831185,LPLC2,,visual_projection,input_vision
1393,720575940630851036,LC4,,visual_projection,interneuron
1394,720575940630903609,LPC1,,visual_projection,interneuron
1395,720575940630908589,CB2139,,central,interneuron
1396,720575940630910971,JO-B,,sensory,input_wind
1397,720575940630916347,JO-B,,sensory,input_wind
1398,720575940630925330,JO-B,,sensory,input_wind
1399,720575940630956375,CB1198,,central,interneuron
1400,720575940630960325,JO-B,,sensory,input_wind
1401,720575940630969051,JO-C,,sensory,input_wind
1402,720575940630992813,DNp36,"CL342, pIP9a",descending,output
1403,720575940630998339,LC4,,visual_projection,interneuron
1404,720575940631003589,CB3486,,central,interneuron
1405,720575940631032657,LC4,,visual_projection,interneuron
1406,720575940631091407,DNge099,,descending,output
1407,720575940631095158,LPLC2,,visual_projection,input_vision
1408,720575940631122191,DNp43,CL332,descending,output
1409,720575940631153194,CB0264,AVLP_pr23,central,interneuron
1410,720575940631156431,JO-A,,sensory,interneuron
1411,720575940631200327,AMMC-A1,A1,central,interneuron
1412,720575940631282194,DNg104,,descending,output
1413,720575940631312428,LPLC2,,visual_projection,input_vision
1414,720575940631333195,DNd05,CL124,descending,output
1415,720575940631335528,PS001,,central,interneuron
1416,720575940631338271,LC4,,visual_projection,interneuron
1417,720575940631353484,CB0261,,central,interneuron
1418,720575940631374440,PVLP026,,central,interneuron
1419,720575940631380695,LPLC2,,visual_projection,input_vision
1420,720575940631388589,CB1138,,central,interneuron
1421,720575940631397549,LPLC2,,visual_projection,input_vision
1422,720575940631399008,JO-C,,sensory,input_wind
1423,720575940631448338,JO-B,,sensory,input_wind
1424,720575940631461451,JO-B,,sensory,input_wind
1425,720575940631463495,JO-A,,sensory,interneuron
1426,720575940631469098,JO-B,,sensory,input_wind
1427,720575940631470378,JO-B,,sensory,input_wind
1428,720575940631482666,JO-C,,sensory,input_wind
1429,720575940631520312,aSP22,DNa08,descending,output
1430,720575940631543414,DNge120,,descending,output
1431,720575940631553453,CB0979,,central,interneuron
1432,720575940631579929,CB2712,,central,interneuron
1433,720575940631582751,LPLC2,,visual_projection,input_vision
1434,720575940631614924,LPC1,,visual_projection,interneuron
1435,720575940631624785,PVLP124,,central,interneuron
1436,720575940631629160,DNg47,,descending,output
1437,720575940631631564,CB1702,B1-5,central,interneuron
1438,720575940631642937,CB3114,,central,interneuron
1439,720575940631670584,JO-B,,sensory,input_wind
1440,720575940631673939,LC11,,visual_projection,interneuron
1441,720575940631693026,CB3743,,central,interneuron
1442,720575940631693354,CB0255,,central,interneuron
1443,720575940631693610,AMMC-A1,A1,central,interneuron
1444,720575940631699816,JO-B,,sensory,input_wind
1445,720575940631706107,CB1231,,central,interneuron
1446,720575940631735265,CB0956,,central,interneuron
1447,720575940631742405,LPLC2,,visual_projection,input_vision
1448,720575940631750687,JO-B,,sensory,input_wind
1449,720575940631779532,PVLP026,,central,interneuron
1450,720575940631794513,JO-B,,sensory,input_wind
1451,720575940631799343,CB1498,,central,interneuron
1452,720575940631829059,DNg09,,descending,output
1453,720575940631842360,LHAD1g1,,central,interneuron
1454,720575940631914700,CB2305,,central,interneuron
1455,720575940631915219,JO-B,,sensory,input_wind
